IDX,X,Y,TYPE,SPEED,DirType,Direction,Distance,Angle // 19.08.2020_OpenSpeedcam =>> 7 Ways v 2.0
179,71.494436,51.144555,192,60,1,246,500,15
180,71.482201,51.141224,192,60,1,66,390,15
181,71.516314,51.161154,194,60,1,301,400,15
182,71.533102,51.152722,192,60,1,31,500,15
183,71.63829,51.12355,192,70,1,107,550,15
184,71.637932,51.123511,192,70,1,286,550,15
185,73.05797,49.93373,192,60,1,188,500,15
186,73.05691,49.93585,192,60,1,328,800,15
187,76.29046,43.27547,192,40,1,125,500,15
188,76.29062,43.27522,192,40,1,304,600,15
189,76.9715,43.23848,192,60,1,32,500,15
190,76.97165,43.23841,192,60,1,202,500,30
191,77.001398,43.336958,192,60,1,323,500,15
192,77.00111,43.33743,192,40,1,144,350,15
193,51.13062,43.67185,192,60,1,245,150,15
194,51.30049,51.174458,192,50,1,212,500,15
195,71.39952,51.19647,192,40,1,117,150,15
196,71.411219,51.175566,194,60,1,170,200,15
197,71.398625,51.168197,194,60,1,258,300,25
198,71.429189,51.177902,192,60,1,80,270,15
199,71.466758,51.156724,192,60,1,333,200,25
200,71.482019,51.141054,192,60,1,246,390,15
201,80.249166,50.412572,194,60,1,47,250,15
202,71.432671,51.113104,194,60,1,282,250,15
203,71.43324,51.113392,194,60,1,12,200,15
204,71.433679,51.113037,194,60,1,102,200,15
205,71.433149,51.112767,194,60,1,193,250,15
206,51.359834,51.126304,193,60,1,107,500,15
207,53.20525,50.20535,193,90,1,101,500,15
208,63.1146,52.96304,193,50,1,80,150,20
209,63.59989,53.1957,193,40,1,94,400,15
210,63.59337,53.17644,193,40,1,167,120,15
211,63.62,53.18263,193,40,1,201,500,15
212,63.67843,53.16409,193,60,1,8,500,15
213,71.31644,51.19617,193,60,1,127,500,35
214,71.35919,51.14986,193,60,1,91,500,15
215,71.41083,51.14329,193,60,1,16,500,15
216,71.39096,51.12866,193,60,1,283,490,15
217,71.422411,51.146827,194,60,1,203,250,20
218,75.29336,42.857437,193,60,1,275,500,30
219,76.30486,43.26627,193,60,1,140,500,15
220,76.76836,44.28269,193,40,1,163,500,15
221,78.06404,44.75817,193,70,1,191,500,35
222,82.76838,49.97192,193,90,1,129,2000,30
223,83.25274,49.77614,193,50,1,203,640,25
224,83.25336,49.7627,193,50,1,350,600,15
225,83.4288,49.68068,193,60,1,7,500,15
226,53.20525,50.20535,193,90,1,281,500,15
227,63.1146,52.96304,193,50,1,260,150,20
228,63.59989,53.1957,193,40,1,266,400,15
229,63.59337,53.17644,193,40,1,347,120,15
230,63.67843,53.16409,193,60,1,188,500,15
231,71.31644,51.19617,193,60,1,307,500,35
232,71.391153,51.128822,193,60,1,101,490,15
233,75.293563,42.857421,193,60,1,100,500,30
234,71.39776,51.10743,203,60,1,12,300,15
235,71.4514,51.15651,203,60,1,296,390,30
236,71.43539,51.15213,203,60,1,299,320,30
237,71.44626,51.16481,203,60,1,260,380,15
238,71.398136,51.109341,192,60,1,12,600,15
239,82.63521,49.985331,192,60,1,218,180,30
240,51.30468,51.1786,210,20,1,212,160,15
241,51.30458,51.17863,210,20,1,43,150,30
242,51.30887,51.18063,210,30,1,238,200,15
243,63.11259,52.96432,210,40,1,131,150,15
244,63.11224,52.96429,210,40,1,312,150,15
245,63.11468,52.96146,210,30,1,210,150,15
246,63.13362,52.96748,210,30,1,307,120,15
247,63.13414,52.96747,210,30,1,126,140,15
248,63.13853,52.95909,210,20,1,265,150,15
249,63.14066,52.95919,210,30,1,85,150,15
250,66.9168,50.25284,210,20,1,88,250,25
251,66.91603,50.25286,210,40,1,271,160,20
252,66.91792,50.2489,210,20,1,270,150,15
253,71.44399,51.15403,210,30,1,348,120,15
254,71.46303,51.1497,210,30,1,336,140,20
255,71.46327,51.14945,210,30,1,129,130,75
256,51.30154,51.17548,210,20,2,212,200,15
257,51.30818,51.18132,210,20,2,290,100,20
258,51.37223,51.20475,210,40,2,76,120,15
259,51.41792,51.25156,210,40,2,68,100,20
260,51.42155,51.25088,210,20,2,333,100,20
261,51.44145,51.25123,210,40,2,62,100,20
262,63.10479,52.95972,210,40,2,356,180,15
263,71.38648,51.20236,210,30,2,118,100,15
264,71.40489,51.16571,210,30,2,78,100,15
265,71.418515,51.182633,201,30,2,80,100,20
266,71.42125,51.1629,210,30,2,79,150,15
267,71.41742,51.1633,210,40,2,170,100,15
268,71.43303,51.16003,210,30,2,351,100,15
269,71.44725,51.17394,210,30,2,79,250,15
270,71.4362,51.15962,210,30,1,350,100,15
271,71.43561,51.16159,210,30,2,350,100,15
272,71.43895,51.16188,210,30,2,80,100,15
273,71.47222,51.18253,210,40,2,32,210,15
274,71.45784,51.1442,210,30,2,61,150,25
275,78.011,45.18576,210,30,2,352,500,15
276,81.91889,50.62499,210,20,2,80,110,15
277,82.6043,49.9561,210,40,2,29,100,20
278,51.61478,51.20577,200,20,1,258,300,15
279,61.89787,52.49692,200,60,1,272,500,15
280,61.90202,52.49686,200,60,1,91,500,15
281,62.02598,52.51472,200,50,1,257,500,15
282,62.03037,52.51516,200,50,1,81,300,15
283,62.62357,52.6914,200,40,1,300,200,15
284,51.63396,51.20638,200,20,1,22,160,60
285,64.73112,52.27445,200,20,1,98,700,25
286,51.130585,50.855594,215,40,1,157,500,45
287,51.130256,50.855836,215,40,1,315,500,45
288,77.00173,43.33681,215,60,1,143,400,15
289,81.917563,50.615031,215,30,1,348,400,25
290,51.36968,51.29345,215,40,2,315,500,15
291,51.35736,51.12668,215,30,2,106,500,15
292,71.2201,51.09786,215,20,2,62,300,15
293,71.37045,51.26409,215,20,2,345,1000,15
294,75.33849,51.7542,215,40,2,75,500,15
295,83.301905,49.719715,215,30,1,58,400,30
296,76.28889,43.276102,215,30,1,303,500,15
297,76.289175,43.276088,215,30,1,125,500,15
298,76.288821,43.275751,215,30,1,172,400,45
299,80.869181,46.197914,215,20,1,45,500,30
300,80.867915,46.196737,215,30,1,210,500,15
301,80.86799,46.197721,215,30,1,332,500,15
302,51.11611,50.82977,212,90,1,40,500,15
303,71.44589,51.16172,208,60,1,352,150,10
304,71.44586,51.16167,208,60,1,260,150,15
305,61.98749,52.49867,223,100,1,51,500,15
306,61.98591,52.49809,223,100,1,249,500,15
307,53.92864,50.18039,223,100,2,79,1000,15
308,54.20692,50.19085,223,100,2,103,1010,30
309,62.37656,52.54331,223,100,2,81,1000,15
310,51.30843,51.24958,101,40,1,275,300,15
310,51.30843,51.24958,10140,40,1,275,300,15
311,51.36805,51.2094,101,40,1,345,200,15
311,51.36805,51.2094,10140,40,1,345,200,15
312,51.37036,51.21268,101,40,1,255,110,15
312,51.37036,51.21268,10140,40,1,255,110,15
313,51.369,51.2072,101,40,1,165,200,15
313,51.369,51.2072,10140,40,1,165,200,15
314,51.37284,51.21896,101,40,1,345,210,15
314,51.37284,51.21896,10140,40,1,345,210,15
315,51.38007,51.21429,101,40,1,75,200,15
315,51.38007,51.21429,10140,40,1,75,200,15
316,51.37802,51.2056,101,40,1,75,200,15
316,51.37802,51.2056,10140,40,1,75,200,15
317,51.44191,51.24354,101,40,1,58,200,15
317,51.44191,51.24354,10140,40,1,58,200,15
318,63.11759,52.96326,101,50,1,264,150,15
318,63.11759,52.96326,10150,50,1,264,150,15
319,63.13223,52.96854,101,50,1,210,150,15
319,63.13223,52.96854,10150,50,1,210,150,15
320,63.15443,52.96527,101,50,1,86,200,15
320,63.15443,52.96527,10150,50,1,86,200,15
321,63.58665,53.1836,101,40,1,277,110,15
321,63.58665,53.1836,10140,40,1,277,110,15
322,63.58078,53.1525,101,40,1,96,990,15
322,63.58078,53.1525,10140,40,1,96,990,15
323,63.5828,53.14115,101,40,1,41,460,15
323,63.5828,53.14115,10140,40,1,41,460,15
324,63.59667,53.17403,101,40,1,112,160,15
324,63.59667,53.17403,10140,40,1,112,160,15
325,63.59453,53.18295,101,40,1,103,130,15
325,63.59453,53.18295,10140,40,1,103,130,15
326,63.59226,53.14903,101,40,1,188,200,15
326,63.59226,53.14903,10140,40,1,188,200,15
327,63.630404,53.190427,101,40,1,30,200,30
327,63.630404,53.190427,10140,40,1,30,200,30
328,63.614593,53.17491,101,40,1,223,200,35
328,63.614593,53.17491,10140,40,1,223,200,35
329,63.61305,53.18257,101,40,1,204,350,15
329,63.61305,53.18257,10140,40,1,204,350,15
330,63.61423,53.18447,101,40,1,27,130,15
330,63.61423,53.18447,10140,40,1,27,130,15
331,63.64356,53.25375,101,40,1,315,200,15
331,63.64356,53.25375,10140,40,1,315,200,15
332,63.65027,53.24925,101,40,1,139,200,15
332,63.65027,53.24925,10140,40,1,139,200,15
333,63.67512,53.23451,101,40,1,39,150,15
333,63.67512,53.23451,10140,40,1,39,150,15
334,63.67612,53.23104,101,40,1,285,150,15
334,63.67612,53.23104,10140,40,1,285,150,15
335,63.67314,53.23307,101,40,1,220,100,15
335,63.67314,53.23307,10140,40,1,220,100,15
336,63.68014,53.24397,101,40,1,310,100,15
336,63.68014,53.24397,10140,40,1,310,100,15
337,63.68447,53.24314,101,40,1,128,100,15
337,63.68447,53.24314,10140,40,1,128,100,15
338,63.68165,53.23936,101,40,1,40,150,15
338,63.68165,53.23936,10140,40,1,40,150,15
339,63.6796,53.23783,101,40,1,219,100,15
339,63.6796,53.23783,10140,40,1,219,100,15
340,69.26475,53.31844,101,40,1,293,160,15
340,69.26475,53.31844,10140,40,1,293,160,15
341,69.26759,53.31773,101,40,1,112,200,15
341,69.26759,53.31773,10140,40,1,112,200,15
342,71.36541,51.13202,101,40,1,280,300,15
342,71.36541,51.13202,10140,40,1,280,300,15
343,71.36792,51.13167,101,40,1,102,500,15
343,71.36792,51.13167,10140,40,1,102,500,15
344,71.43653,51.16162,101,30,1,79,160,15
344,71.43653,51.16162,10130,30,1,79,160,15
345,71.5291,51.15632,101,60,1,301,300,15
345,71.5291,51.15632,10160,60,1,301,300,15
346,73.05746,49.93109,101,80,1,11,290,15
346,73.05746,49.93109,10180,80,1,11,290,15
347,76.28481,43.27811,101,70,1,303,200,15
347,76.28481,43.27811,10170,70,1,303,200,15
348,76.28271,43.27905,101,90,1,299,500,15
348,76.28271,43.27905,10190,90,1,299,500,15
349,76.28682,43.27707,101,40,1,307,200,15
349,76.28682,43.27707,10140,40,1,307,200,15
350,78.03449,44.71237,101,70,1,7,500,15
350,78.03449,44.71237,10170,70,1,7,500,15
351,78.03805,44.69893,101,50,1,10,500,15
351,78.03805,44.69893,10150,50,1,10,500,15
352,78.08194,44.78098,101,50,1,30,500,15
352,78.08194,44.78098,10150,50,1,30,500,15
353,78.08678,44.78579,101,50,1,30,500,15
353,78.08678,44.78579,10150,50,1,30,500,15
354,79.49766,44.20277,101,60,1,163,500,15
354,79.49766,44.20277,10160,60,1,163,500,15
355,80.58119,45.87848,101,70,1,343,980,15
355,80.58119,45.87848,10170,70,1,343,980,15
356,81.93637,50.62673,101,20,1,176,170,15
356,81.93637,50.62673,10120,20,1,176,170,15
357,82.57058,49.9221,101,70,1,173,100,15
357,82.57058,49.9221,10170,70,1,173,100,15
358,82.5917,49.94965,101,40,1,85,150,15
358,82.5917,49.94965,10140,40,1,85,150,15
359,82.59178,49.93215,101,70,1,275,150,15
359,82.59178,49.93215,10170,70,1,275,150,15
360,82.70011,50.01737,192,40,1,218,400,15
361,82.70521,50.01922,101,40,1,79,100,15
361,82.70521,50.01922,10140,40,1,79,100,15
362,83.24976,49.77089,101,50,1,16,500,15
362,83.24976,49.77089,10150,50,1,16,500,15
363,83.26853,49.75648,101,50,1,187,200,15
363,83.26853,49.75648,10150,50,1,187,200,15
364,63.71998,53.27887,198,110,2,23,500,15
365,75.35003,51.75676,198,10,2,10,150,15
366,77.28168,43.72471,198,10,2,175,300,40
367,82.63237,49.98304,198,60,2,38,150,15
368,63.60273,53.186,211,60,2,104,150,25
369,71.41546,51.17022,211,40,2,80,150,25
370,71.42923,51.1718,211,40,2,259,150,15
371,71.42951,51.15773,211,40,2,169,170,25
372,71.4521,51.14996,211,40,2,67,110,10
373,73.21606,49.9675,211,40,2,38,120,15
374,62.57217,52.55448,202,60,1,13,500,15
374,62.57217,52.55448,222,60,1,193,500,15
375,63.67837,53.19856,202,60,1,299,500,15
375,63.67837,53.19856,222,60,1,119,500,15
376,50.48518,50.48518,203,90,1,272,700,20
377,63.608297,53.192697,192,50,2,3,300,15
378,63.6104,53.18894,192,60,2,24,400,15
379,71.4436,51.15628,210,20,1,14,150,15
380,63.660529,53.204455,192,90,2,299,600,15
381,63.588342,53.198032,192,60,2,7,400,15
382,63.617985,53.163221,12,60,1,116,500,15
383,63.617878,53.163144,192,60,1,298,500,15
384,63.574158,53.146543,192,60,1,31,500,15
385,63.57433,53.146498,192,60,1,211,400,15
386,63.675621,53.242392,192,60,1,39,400,15
387,63.675792,53.242328,192,60,1,219,400,15
388,63.654871,53.24607,198,20,1,320,200,20
389,63.654849,53.246054,198,20,1,123,150,20
390,71.475163,51.12356,194,60,1,194,500,15
391,71.474899,51.12378,194,60,1,284,250,15
392,71.475637,51.12378,194,60,1,104,250,15
393,71.475377,51.124024,194,60,1,13,250,15
394,78.678294,45.224782,202,60,1,130,500,15
394,78.678294,45.224782,222,60,1,310,500,15
395,78.664582,45.235298,202,60,1,319,500,15
395,78.664582,45.235298,222,60,1,139,500,15
396,78.660036,45.23881,202,60,1,136,500,15
396,78.660036,45.23881,222,60,1,316,500,15
397,78.649739,45.242154,202,60,1,297,500,15
397,78.649739,45.242154,222,60,1,117,500,15
398,78.010791,45.195381,202,60,1,2,500,15
398,78.010791,45.195381,222,60,1,182,500,15
399,78.011483,45.182988,202,60,1,158,500,35
399,78.011483,45.182988,222,60,1,338,500,35
400,76.6718,43.278444,202,60,1,7,500,15
400,76.6718,43.278444,222,60,1,187,500,15
401,71.410958,51.159497,192,40,1,170,500,15
402,71.410708,51.175667,194,60,1,261,300,15
403,71.411345,51.175913,194,60,1,80,300,15
404,71.412546,51.153552,199,60,1,178,500,15
405,77.30455,43.29152,202,60,1,292,500,15
405,77.30455,43.29152,222,60,1,112,500,15
406,76.676218,43.370802,202,60,1,105,500,15
406,76.676218,43.370802,222,60,1,285,500,15
407,76.604059,43.349734,202,60,1,205,500,25
407,76.604059,43.349734,222,60,1,25,500,25
408,71.400482,51.099222,192,60,1,283,350,15
409,71.445349,51.141523,194,60,1,189,200,25
410,71.445055,51.144846,192,60,1,177,300,15
411,77.520719,43.372196,202,60,1,58,500,25
411,77.520719,43.372196,222,60,1,238,500,25
412,78.04326,44.669758,202,70,1,202,500,15
412,78.04326,44.669758,222,70,1,22,500,15
413,78.05842,44.67922,202,60,1,64,500,15
413,78.05842,44.67922,222,60,1,244,500,15
414,78.047616,44.677839,202,60,1,1,500,35
414,78.047616,44.677839,222,60,1,181,500,35
415,78.644856,45.396352,202,60,1,178,500,15
415,78.644856,45.396352,222,60,1,358,500,15
416,78.642492,45.403369,202,60,1,328,500,15
416,78.642492,45.403369,222,60,1,148,500,15
417,79.220807,45.40604,202,60,1,271,500,15
417,79.220807,45.40604,222,60,1,91,500,15
418,80.275038,45.816155,202,60,1,248,500,15
418,80.275038,45.816155,222,60,1,68,500,15
419,80.29283,45.822059,202,60,1,46,500,25
419,80.29283,45.822059,222,60,1,226,500,25
420,80.267011,45.75622,202,60,1,152,500,15
420,80.267011,45.75622,222,60,1,332,500,15
421,80.736317,45.82632,202,60,1,136,500,15
421,80.736317,45.82632,222,60,1,316,500,15
422,80.985586,45.790829,202,60,1,320,500,15
422,80.985586,45.790829,222,60,1,140,500,15
423,80.992389,45.7886,202,60,1,55,500,35
423,80.992389,45.7886,222,60,1,235,500,35
424,81.371082,45.781272,202,60,1,84,500,25
424,81.371082,45.781272,222,60,1,264,500,25
425,81.3625,45.781454,202,60,1,289,500,15
425,81.3625,45.781454,222,60,1,109,500,15
426,81.262265,46.022981,202,60,1,334,500,15
426,81.262265,46.022981,222,60,1,154,500,15
427,81.269138,46.012397,202,60,1,201,500,15
427,81.269138,46.012397,222,60,1,21,500,15
428,80.862219,46.134651,202,60,1,286,500,15
428,80.862219,46.134651,222,60,1,106,500,15
429,79.259621,45.406009,202,60,1,87,500,15
429,79.259621,45.406009,222,60,1,267,500,15
430,78.319723,44.911958,202,60,1,92,500,15
430,78.319723,44.911958,222,60,1,272,500,15
431,78.28495,44.913295,202,60,1,283,500,15
431,78.28495,44.913295,222,60,1,103,500,15
432,78.201412,44.89109,202,50,1,209,500,15
432,78.201412,44.89109,222,50,1,29,500,15
433,78.254797,44.923989,202,60,1,218,500,15
433,78.254797,44.923989,222,60,1,38,500,15
434,78.271436,44.934163,202,60,1,30,500,15
434,78.271436,44.934163,222,60,1,210,500,15
435,78.215187,44.894239,202,50,1,122,400,15
435,78.215187,44.894239,222,50,1,302,400,15
436,78.306935,44.961563,202,60,1,29,500,15
436,78.306935,44.961563,222,60,1,209,500,15
437,78.304076,44.958762,202,60,1,228,500,15
437,78.304076,44.958762,222,60,1,48,500,15
438,79.923869,44.142323,193,50,1,73,350,35
439,79.923793,44.142329,193,50,1,270,500,15
440,78.213981,43.582161,203,90,1,66,500,25
441,78.214141,43.582084,203,90,1,230,600,15
442,76.313864,43.258289,203,110,1,320,900,15
443,76.314084,43.258314,203,110,1,140,900,15
444,76.091532,43.316655,193,60,2,106,500,25
445,77.045589,43.179027,193,60,2,109,500,25
446,79.649773,45.395088,193,70,1,66,500,25
447,79.649724,45.395044,193,70,1,254,500,15
448,78.432805,45.096414,193,70,1,36,500,15
449,78.432933,45.096352,193,70,1,211,500,20
450,78.418628,45.05101,215,60,1,359,500,15
451,78.41889,45.051,215,60,1,179,500,15
452,78.305586,44.960029,193,70,1,31,500,15
453,78.305756,44.960002,193,70,1,223,500,15
454,78.071978,44.767632,193,70,1,219,500,25
455,78.071997,44.767721,193,70,1,31,500,20
456,78.043173,44.669953,203,70,1,23,500,15
457,78.043471,44.670117,203,70,1,201,300,15
458,76.948862,43.249976,211,60,1,261,100,15
459,82.681505,49.640858,193,60,1,336,500,15
460,82.628687,49.980052,192,60,1,38,500,15
461,77.001557,43.336768,215,60,1,323,300,15
462,71.502607,51.146901,193,60,1,246,500,15
463,81.917997,50.614722,215,30,1,105,500,15
464,71.414013,51.133359,194,60,1,281,200,25
465,71.414795,51.133222,194,60,1,104,300,15
466,71.41444,51.133442,194,60,1,13,300,15
467,71.414375,51.133058,194,60,1,185,300,15
468,75.024154,43.358925,193,50,1,251,500,25
469,75.024259,43.358965,193,50,1,54,400,35
470,71.40947,51.139572,194,60,1,14,200,15
471,71.409238,51.139387,194,60,1,268,200,25
472,71.408642,51.137494,194,60,1,14,250,15
473,71.409252,51.137234,194,60,1,99,250,15
474,71.408596,51.136924,194,60,1,193,250,15
475,71.404679,51.127515,194,60,1,14,250,15
476,71.405096,51.127063,194,60,1,104,250,15
477,71.404655,51.12676,194,60,1,193,250,15
478,71.404096,51.127065,194,60,1,282,300,15
479,71.413536,51.125701,194,60,1,104,300,15
480,71.413127,51.126039,194,60,1,7,200,15
481,71.412965,51.125385,194,60,1,186,300,15
